timestamp,building,energy_kwh,is_injected_anomaly,anomaly_type,hour,day_of_week,day_of_month,month,is_weekend,is_off_hours,hour_sin,hour_cos,day_sin,day_cos,expected_energy_kwh,deviation_percent,absolute_deviation_percent,rolling_mean_6h,rolling_std_6h,rolling_mean_24h,rolling_std_24h,lag_1h,lag_24h,change_from_1h,change_from_24h,rolling_z_score,predicted_anomaly
2026-01-02 00:00:00,Building_A,55.94,False,normal,0,4,2,1,0,1,0.0,1.0,-0.433883739117558,-0.9009688679024191,60.12,-6.95276114437791,6.95276114437791,70.04333333333334,30.97060003723953,92.0325,39.6368007801709,55.56,52.5,0.3799999999999954,3.4399999999999977,-0.9105805536670862,False
2026-01-02 01:00:00,Building_A,60.36,False,normal,1,4,2,1,0,1,0.2588190451025207,0.9659258262890684,-0.433883739117558,-0.9009688679024191,55.06,9.62586269524155,9.62586269524155,57.21666666666667,3.3672996104682427,92.17583333333332,39.49359022475141,55.94,61.45,4.420000000000002,-1.0900000000000034,-0.8055948611477142,False
2026-01-02 02:00:00,Building_A,59.53,False,normal,2,4,2,1,0,1,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191,56.69,5.009701887458111,5.009701887458111,57.815000000000005,3.584035435091706,92.13041666666668,39.53106939667744,60.36,62.4,-0.8299999999999983,-2.869999999999997,-0.8246783394482802,False
2026-01-02 03:00:00,Building_A,59.76,False,normal,3,4,2,1,0,1,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,59.72,0.0669792364367032,0.0669792364367032,58.68833333333333,3.167519008097628,92.01083333333334,39.629134859471066,59.53,47.94,0.2299999999999968,11.82,-0.8138162351436151,False
2026-01-02 04:00:00,Building_A,59.85,False,normal,4,4,2,1,0,1,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,56.88,5.22151898734177,5.22151898734177,58.01333333333333,2.114196458860831,92.50333333333332,39.12789960547629,59.76,51.19,0.0900000000000034,8.660000000000004,-0.834528141366505,False
2026-01-02 05:00:00,Building_A,68.41,False,normal,5,4,2,1,0,1,0.9659258262890684,0.2588190451025207,-0.433883739117558,-0.9009688679024191,57.67,18.623200971042127,18.623200971042127,58.5,2.150711510173569,92.86416666666666,38.76862917322477,59.85,58.34,8.559999999999995,10.069999999999991,-0.6307720233645954,False
2026-01-02 06:00:00,Building_A,55.67,False,normal,6,4,2,1,0,1,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,56.88,-2.127285513361464,2.127285513361464,60.64166666666667,4.127272303429958,93.28375,38.43176616476893,68.41,56.12,-12.739999999999997,-0.4499999999999957,-0.978715103509377,False
2026-01-02 07:00:00,Building_A,55.14,False,normal,7,4,2,1,0,0,0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,60.48,-8.829365079365074,8.829365079365074,60.59666666666666,4.18978599294284,93.265,38.450790911750175,55.67,57.61,-0.5300000000000011,-2.469999999999999,-0.9915270686499554,False
2026-01-02 08:00:00,Building_A,129.08,False,normal,8,4,2,1,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,134.04,-3.700387943897329,3.700387943897329,59.72666666666667,4.752879828762756,93.16208333333331,38.55354198797875,55.14,128.88,73.94000000000001,0.200000000000017,0.9316372715603182,False
2026-01-02 09:00:00,Building_A,136.23,False,normal,9,4,2,1,0,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,133.21,2.267097064784912,2.267097064784912,71.31833333333334,28.69353614782713,93.17041666666668,38.561618841082485,129.08,137.55,7.149999999999977,-1.3200000000000216,1.116643559773451,False
2026-01-02 10:00:00,Building_A,138.79,False,normal,10,4,2,1,0,0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,133.66,3.8380966631752176,3.8380966631752176,84.06333333333333,38.00503738541332,93.11541666666666,38.49645494454134,136.23,137.04,2.5600000000000023,1.75,1.1864620625232356,False
2026-01-02 11:00:00,Building_A,132.58,False,normal,11,4,2,1,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,132.22,0.2722734835879698,0.2722734835879698,97.21999999999998,41.45370815741335,93.18833333333332,38.58482633352657,138.79,133.48,-6.20999999999998,-0.8999999999999773,1.0209108193507417,False
2026-01-02 12:00:00,Building_A,128.95,False,normal,12,4,2,1,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,132.05,-2.347595607724364,2.347595607724364,107.915,40.807021332118815,93.15083333333332,38.54438107323609,132.58,138.79,-3.630000000000024,-9.840000000000003,0.9287778314210472,False
2026-01-02 13:00:00,Building_A,129.03,False,normal,13,4,2,1,0,0,-0.2588190451025208,-0.9659258262890684,-0.433883739117558,-0.9009688679024191,131.56,-1.923076923076924,1.923076923076924,120.12833333333332,32.07492192767846,92.74083333333334,38.087431787204125,128.95,135.49,0.0800000000000125,-6.460000000000008,0.9527858656738938,False
2026-01-02 14:00:00,Building_A,136.4,False,normal,14,4,2,1,0,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,133.01,2.5486805503345726,2.5486805503345726,132.44333333333333,4.238016831805965,92.47166666666664,37.79388041867954,129.03,128.85,7.370000000000003,7.550000000000011,1.162313391657499,False
2026-01-02 15:00:00,Building_A,136.87,False,normal,15,4,2,1,0,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,130.24,5.090601965601961,5.090601965601961,133.66333333333333,4.1283588345335085,92.78625,38.13968625899776,136.4,134.99,0.4699999999999988,1.8799999999999957,1.1558498331799976,False
2026-01-02 16:00:00,Building_A,135.87,False,normal,16,4,2,1,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,132.35,2.6596146581035214,2.6596146581035214,133.77,4.215291211767491,92.86458333333331,38.23195430858358,136.87,128.36,-1.0,7.509999999999991,1.1248553061021886,False
2026-01-02 17:00:00,Building_A,129.82,False,normal,17,4,2,1,0,0,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,130.14,-0.2458890425695352,0.2458890425695352,133.28333333333333,3.650532381265896,93.1775,38.56439270600029,135.87,137.54,-6.050000000000011,-7.719999999999999,0.9501640614270253,False
2026-01-02 18:00:00,Building_A,134.31,False,normal,18,4,2,1,0,0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,129.23,3.9309757796177456,3.9309757796177456,132.82333333333335,3.9207737331642543,92.85583333333334,38.208832909666846,129.82,132.9,4.490000000000009,1.4099999999999966,1.084936741320323,False
2026-01-02 19:00:00,Building_A,58.28,False,normal,19,4,2,1,0,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,57.85,0.7433016421780462,0.7433016421780462,133.71666666666667,3.443298805893984,92.91458333333333,38.27411021646772,134.31,56.77,-76.03,1.509999999999998,-0.9049089093763318,False
2026-01-02 20:00:00,Building_A,58.79,False,normal,20,4,2,1,0,1,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,61.01,-3.6387477462711018,3.6387477462711018,121.925,31.2849706728327,92.9775,38.21330365313834,58.28,54.29,0.509999999999998,4.5,-0.8946491596308841,False
2026-01-02 21:00:00,Building_A,62.06,False,normal,21,4,2,1,0,1,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,56.37,10.094021642717768,10.094021642717768,108.99,39.15702797710777,93.165,38.0258035961166,58.79,63.81,3.270000000000003,-1.75,-0.8179971771372798,False
